Date,Entreprise,Indice,Valeur,Volume
2006-02-24,CURCUMA,CUR,14.914082527160645,466841
2006-02-24,Capverseau,CAP,27.057918548583984,1541506
2006-02-24,Cil Exotica,CIL,26.06510353088379,891147
2006-02-24,Croisement,CRO,21.77939796447754,3546888
2006-02-24,Dantwo,DAN,25.854782104492188,3155543
2006-02-24,Default Systèmes,DEF,4.16190242767334,3052900
2006-02-24,Desaxa,DES,7.593617916107178,4626180
2006-02-24,Eau gazeuse,EGA,22.827392578125,1570105
2006-02-24,Edenbread,EDE,10.414853596189284,0
2006-02-24,Eurobefore,AUB,7.182586449877306,0
2006-02-24,Eurofins Analyse,EUA,4.652256488800049,461740
2006-02-24,FDP,FDP,18.158737182617188,9898324
2006-02-24,Herpès Local,HER,55.64845275878906,126186
2006-02-24,Kenji,KEN,8.431617736816406,5204074
2006-02-24,L'Ofalso,LOF,53.03397750854492,2156512
2006-02-24,LVMHASH,LVM,52.254638671875,1366656
2006-02-24,Leonard,LEO,17.975112915039062,1320497
2006-02-24,Lepetit,LEP,13.718500796886,0
2006-02-24,Mandarine,MAN,4.929172515869141,9261894
2006-02-24,Micheline,MIC,6.665881633758545,1704715
2006-02-24,Milesios,MIL,25.024707794189453,576763
2006-02-24,Padaccor,PAD,14.381019592285156,1625403
2006-02-24,Paindépice Groupe,PAI,18.713335037231445,977157
2006-02-24,Paris-Barque,PAR,30.103649139404297,3200394
2006-02-24,Pinot-Pinard,PP,45.70735549926758,727501
2006-02-24,Pouic,POU,17.0590763092041,683665
2006-02-24,Prêt Industriel,PRE,-12.131086349487305,2161575
2006-02-24,STMicrofibres,STM,7.717282772064209,5545156
2006-02-24,Saint-Gobelin,SAG,32.09640884399414,724340
2006-02-24,Sanufo,SAN,32.93329620361328,4279069
2006-02-24,Schneider Electric,SCH,23.992328643798828,981698
2006-02-24,Société générale,SOG,50.97514724731445,1206569
2006-02-24,True Office,TRU,5.0708985384114715,0
2006-02-24,Tréneau,TRE,47.978458404541016,1206692
2006-02-24,URW,URW,9.111104761756039,0
2006-02-24,Vélo là,VEL,18.44809913635254,1189227
2006-02-27,Airtaxi,AIR,24.29453468322754,1904442
2006-02-27,ArcelOrbital,ARC,34.87446975708008,158738
2006-02-27,Atlantis,ATL,4.234203338623047,8914
2006-02-27,Bearing,BEA,49.661842346191406,642995
2006-02-27,CURCUMA,CUR,15.422188758850098,794283
2006-02-27,Capverseau,CAP,27.40448570251465,1092332
2006-02-27,Cil Exotica,CIL,25.95871925354004,1058690
2006-02-27,Croisement,CRO,22.38115882873535,7131586
2006-02-27,Dantwo,DAN,25.98778533935547,2516455
2006-02-27,Default Systèmes,DEF,4.122323036193848,1692340
2006-02-27,Desaxa,DES,7.855466842651367,6098894
2006-02-27,Eau gazeuse,EGA,22.445402145385742,3176081
2006-02-27,Edenbread,EDE,10.424256277169269,0
2006-02-27,Eurobefore,AUB,7.189070993166907,0
2006-02-27,Eurofins Analyse,EUA,4.578282356262207,346220
2006-02-27,FDP,FDP,18.133399963378906,7692012
2006-02-27,Herpès Local,HER,54.710113525390625,84831
2006-02-27,Kenji,KEN,8.196776390075684,15476906
2006-02-27,L'Ofalso,LOF,53.38753890991211,1377001
2006-02-27,LVMHASH,LVM,52.49262237548828,1054028
2006-02-27,Leonard,LEO,18.1953125,2548101
2006-02-27,Lepetit,LEP,13.73088605850542,0
2006-02-27,Mandarine,MAN,4.8816237449646,12198270
2006-02-27,Micheline,MIC,6.710663318634033,2063844
2006-02-27,Milesios,MIL,25.115215301513672,289197
2006-02-27,Padaccor,PAD,14.412849426269531,1514565
2006-02-27,Paindépice Groupe,PAI,18.81902503967285,1034892
2006-02-27,Paris-Barque,PAR,30.027626037597656,2831521
2006-02-27,Pinot-Pinard,PP,45.45587158203125,855449
2006-02-27,Pouic,POU,17.051523208618164,964465
2006-02-27,Prêt Industriel,PRE,-12.311668395996094,3853850
2006-02-27,STMicrofibres,STM,7.770875453948975,3847425
2006-02-27,Saint-Gobelin,SAG,31.95500373840332,1050326
2006-02-27,Sanufo,SAN,33.31941223144531,3510985
2006-02-27,Schneider Electric,SCH,23.95047950744629,1304858
2006-02-27,Société générale,SOG,51.27101516723633,1546626
2006-02-27,True Office,TRU,5.075476619207153,0
2006-02-27,Tréneau,TRE,48.06654357910156,865684
2006-02-27,URW,URW,9.119330399366666,0
2006-02-27,Vélo là,VEL,18.367061614990234,1195436
2006-02-28,Airtaxi,AIR,23.544424057006836,2257934
2006-02-28,ArcelOrbital,ARC,34.35726547241211,40518
2006-02-28,Atlantis,ATL,4.25721549987793,14272
2006-02-28,Bearing,BEA,48.87836837768555,517337
2006-02-28,CURCUMA,CUR,15.286216735839844,1084758
2006-02-28,Capverseau,CAP,26.602245330810547,2472046
2006-02-28,Cil Exotica,CIL,25.639551162719727,1030272
2006-02-28,Croisement,CRO,21.99054527282715,4387922
2006-02-28,Dantwo,DAN,25.80158233642578,2586753
2006-02-28,Default Systèmes,DEF,4.026815891265869,3041830
2006-02-28,Desaxa,DES,7.855466842651367,12273642
2006-02-28,Eau gazeuse,EGA,21.813138961791992,3743317
2006-02-28,Edenbread,EDE,10.312309643615668,0
2006-02-28,Eurobefore,AUB,7.111867183641859,0
2006-02-28,Eurofins Analyse,EUA,4.668695449829102,237460
2006-02-28,FDP,FDP,17.812604904174805,9956252
2006-02-28,Herpès Local,HER,54.68405532836914,178737
2006-02-28,Kenji,KEN,8.213752746582031,9517534
2006-02-28,L'Ofalso,LOF,52.50364303588867,2041286
2006-02-28,LVMHASH,LVM,51.84663772583008,1973372
2006-02-28,Leonard,LEO,17.96352195739746,2721178
2006-02-28,Lepetit,LEP,13.583429354728453,0
2006-02-28,Mandarine,MAN,4.820868968963623,11154690
2006-02-28,Micheline,MIC,6.550732135772705,3764283
2006-02-28,Milesios,MIL,24.71440315246582,593179
2006-02-28,Padaccor,PAD,14.598037719726562,3874789
2006-02-28,Paindépice Groupe,PAI,18.807279586791992,1073958
2006-02-28,Paris-Barque,PAR,29.53350067138672,4880353
2006-02-28,Pinot-Pinard,PP,45.141536712646484,1165418
2006-02-28,Pouic,POU,16.6435546875,1539996
2006-02-28,Prêt Industriel,PRE,-12.303644180297852,9250050
2006-02-28,STMicrofibres,STM,7.636895656585693,5738753
2006-02-28,Saint-Gobelin,SAG,31.672210693359375,1080509
2006-02-28,Sanufo,SAN,32.433624267578125,5747136
2006-02-28,Schneider Electric,SCH,23.92258644104004,3136080
2006-02-28,Société générale,SOG,50.25658416748047,1832902
2006-02-28,True Office,TRU,5.020970810246503,0
2006-02-28,Tréneau,TRE,47.36185073852539,2003224
2006-02-28,URW,URW,9.02139743308801,0
2006-02-28,Vélo là,VEL,17.751176834106445,1817669
2006-03-01,Airtaxi,AIR,23.980709075927734,1426476
2006-03-01,ArcelOrbital,ARC,34.97297668457031,84211
2006-03-01,Atlantis,ATL,4.234203338623047,846
2006-03-01,Bearing,BEA,48.92891311645508,245815
2006-03-01,CURCUMA,CUR,15.64404010772705,1201723
2006-03-01,Capverseau,CAP,27.134939193725586,1433063
2006-03-01,Cil Exotica,CIL,25.923254013061523,946327
2006-03-01,Croisement,CRO,21.90608787536621,3545841
2006-03-01,Dantwo,DAN,25.74837875366211,2169161
2006-03-01,Default Systèmes,DEF,4.061233043670654,2853570
2006-03-01,Desaxa,DES,7.855466842651367,7229432
2006-03-01,Eau gazeuse,EGA,22.102924346923828,1659269
2006-03-01,Edenbread,EDE,10.415300915506313,0
2006-03-01,Eurobefore,AUB,7.1828949428998525,0
2006-03-01,Eurofins Analyse,EUA,4.6851348876953125,100060
2006-03-01,FDP,FDP,17.956119537353516,10353520
2006-03-01,Herpès Local,HER,55.72666931152344,91878
2006-03-01,Kenji,KEN,8.389175415039062,4566244
2006-03-01,L'Ofalso,LOF,53.03397750854492,1235518
2006-03-01,LVMHASH,LVM,52.0506591796875,1530198
2006-03-01,Leonard,LEO,17.91716766357422,4043211
2006-03-01,Lepetit,LEP,13.719090008280137,0
2006-03-01,Mandarine,MAN,4.807661533355713,14054804
2006-03-01,Micheline,MIC,6.601909637451172,2447827
2006-03-01,Milesios,MIL,24.83077049255371,392489
2006-03-01,Padaccor,PAD,14.872923851013184,2019198
2006-03-01,Paindépice Groupe,PAI,18.81902503967285,636901
2006-03-01,Paris-Barque,PAR,29.875585556030273,3223281
2006-03-01,Pinot-Pinard,PP,46.49324417114258,1070811
2006-03-01,Pouic,POU,16.205366134643555,2563361
2006-03-01,Prêt Industriel,PRE,-12.624678611755371,5191646
2006-03-01,STMicrofibres,STM,7.861985206604004,7909654
2006-03-01,Saint-Gobelin,SAG,31.728776931762695,1393408
2006-03-01,Sanufo,SAN,32.774314880371094,3994569
2006-03-01,Schneider Electric,SCH,24.60609245300293,2201247
2006-03-01,Société générale,SOG,50.67926788330078,1242671
2006-03-01,True Office,TRU,5.07111633416347,0
2006-03-01,Tréneau,TRE,48.09589767456055,1419598
2006-03-01,URW,URW,9.111496084891,0
2006-03-01,Vélo là,VEL,18.04696273803711,1688162
2006-03-02,Airtaxi,AIR,23.797008514404297,1610489
2006-03-02,ArcelOrbital,ARC,35.89655685424805,110589
2006-03-02,Atlantis,ATL,4.211191177368164,4374
2006-03-02,Bearing,BEA,48.90363693237305,497384
2006-03-02,CURCUMA,CUR,15.321999549865723,1219384
2006-03-02,Capverseau,CAP,27.231203079223633,1178678
2006-03-02,Cil Exotica,CIL,25.710477828979492,811400
2006-03-02,Croisement,CRO,21.63159942626953,3351297
2006-03-02,Dantwo,DAN,25.588783264160156,3225000
2006-03-02,Default Systèmes,DEF,4.054348468780518,3717660
2006-03-02,Desaxa,DES,7.855466842651367,6684188
2006-03-02,Eau gazeuse,EGA,21.93168830871582,2080913
2006-03-02,Edenbread,EDE,10.301438605721186,0
2006-03-02,Eurobefore,AUB,7.104369990449861,0
2006-03-02,Eurofins Analyse,EUA,4.693353176116943,132220
2006-03-02,FDP,FDP,17.80415916442871,12462384
2006-03-02,Herpès Local,HER,55.51814651489258,126648
2006-03-02,Kenji,KEN,8.191115379333496,2261639
2006-03-02,L'Ofalso,LOF,52.362220764160156,1416155
2006-03-02,LVMHASH,LVM,53.954524993896484,5900005
2006-03-02,Leonard,LEO,17.384056091308594,4631702
2006-03-02,Lepetit,LEP,13.569109965536754,0
2006-03-02,Mandarine,MAN,4.789168834686279,14112049
2006-03-02,Micheline,MIC,6.454775333404541,4670025
2006-03-02,Milesios,MIL,24.6044979095459,509389
2006-03-02,Padaccor,PAD,14.713780403137207,1702587
2006-03-02,Paindépice Groupe,PAI,19.024539947509766,1041263
2006-03-02,Paris-Barque,PAR,29.419475555419922,3444549
2006-03-02,Pinot-Pinard,PP,45.70735549926758,778358
2006-03-02,Pouic,POU,15.959832191467285,2482024
2006-03-02,Prêt Industriel,PRE,-12.448107719421387,5698168
2006-03-02,STMicrofibres,STM,7.926297187805176,10345448
2006-03-02,Saint-Gobelin,SAG,31.332876205444336,1983263
2006-03-02,Sanufo,SAN,32.29734802246094,5717536
2006-03-02,Schneider Electric,SCH,24.68978500366211,2427426
2006-03-02,Société générale,SOG,49.87617874145508,1905304
2006-03-02,True Office,TRU,5.015677799676454,0
2006-03-02,Tréneau,TRE,47.068214416503906,1592025
2006-03-02,URW,URW,9.011887249943248,0
2006-03-02,Vélo là,VEL,17.747127532958984,1387861
2006-03-03,Airtaxi,AIR,23.919479370117188,1107275
2006-03-03,ArcelOrbital,ARC,36.68468475341797,76234
2006-03-03,Atlantis,ATL,4.188179016113281,5065
2006-03-03,Bearing,BEA,49.131103515625,651970
2006-03-03,CURCUMA,CUR,15.493754386901855,782153
2006-03-03,Capverseau,CAP,27.372392654418945,1257638
2006-03-03,Cil Exotica,CIL,25.781408309936523,1258866
2006-03-03,Croisement,CRO,21.62632179260254,2700198
2006-03-03,Dantwo,DAN,25.50897979736328,2566622
2006-03-03,Default Systèmes,DEF,4.020791530609131,2676160
2006-03-03,Desaxa,DES,7.593617916107178,8757128
2006-03-03,Eau gazeuse,EGA,21.79996681213379,2054323
2006-03-03,Edenbread,EDE,10.277913444653986,0
2006-03-03,Eurobefore,AUB,7.088145902271196,0
2006-03-03,Eurofins Analyse,EUA,4.561842918395996,280720
2006-03-03,FDP,FDP,17.73662757873535,13244956
2006-03-03,Herpès Local,HER,55.544212341308594,118266
2006-03-03,Kenji,KEN,8.20526123046875,2206322
2006-03-03,L'Ofalso,LOF,52.362220764160156,1437442
2006-03-03,LVMHASH,LVM,54.80447006225586,2587007
2006-03-03,Leonard,LEO,17.476770401000977,3512169
2006-03-03,Lepetit,LEP,13.538122497698959,0
2006-03-03,Mandarine,MAN,4.7944536209106445,15584732
2006-03-03,Micheline,MIC,6.358816146850586,3242632
2006-03-03,Milesios,MIL,24.55925941467285,421046
2006-03-03,Padaccor,PAD,14.8873929977417,3094792
2006-03-03,Paindépice Groupe,PAI,19.071510314941406,1607095
2006-03-03,Paris-Barque,PAR,29.19141387939453,6229185
2006-03-03,Pinot-Pinard,PP,45.895973205566406,473702
2006-03-03,Pouic,POU,15.820066452026367,1867616
2006-03-03,Prêt Industriel,PRE,-12.27956485748291,3269123
2006-03-03,STMicrofibres,STM,7.840548992156982,9192923
2006-03-03,Saint-Gobelin,SAG,31.219762802124023,1423638
2006-03-03,Sanufo,SAN,31.911235809326172,4408236
2006-03-03,Schneider Electric,SCH,24.703731536865234,1659456
2006-03-03,Société générale,SOG,49.453495025634766,1981364
2006-03-03,True Office,TRU,5.004223610352544,0
2006-03-03,Tréneau,TRE,47.185665130615234,1639460
2006-03-03,URW,URW,8.99130700798009,0
2006-03-03,Vélo là,VEL,17.657989501953125,1396210
2006-03-06,Airtaxi,AIR,24.409345626831055,1788200
2006-03-06,ArcelOrbital,ARC,36.40145492553711,104284
2006-03-06,Atlantis,ATL,4.229600429534912,5499
2006-03-06,Bearing,BEA,49.004722595214844,411993
2006-03-06,CURCUMA,CUR,15.422188758850098,554458
2006-03-06,Capverseau,CAP,27.487918853759766,1033032
2006-03-06,Cil Exotica,CIL,25.816869735717773,1357269
2006-03-06,Croisement,CRO,21.56825828552246,1560986
2006-03-06,Dantwo,DAN,25.48238754272461,2537601
2006-03-06,Default Systèmes,DEF,4.0259552001953125,2333400
2006-03-06,Desaxa,DES,7.593617916107178,6544416
2006-03-06,Eau gazeuse,EGA,21.720932006835938,2710356
2006-03-06,Edenbread,EDE,10.293022322723283,0
2006-03-06,Eurobefore,AUB,7.098565714887006,0
2006-03-06,Eurofins Analyse,EUA,4.619378566741943,158340
2006-03-06,FDP,FDP,17.643762588500977,11730744
2006-03-06,Herpès Local,HER,56.430397033691406,112926
2006-03-06,Kenji,KEN,8.270339012145996,2141942
2006-03-06,L'Ofalso,LOF,52.68042755126953,1518824
2006-03-06,LVMHASH,LVM,54.532474517822266,1409322
2006-03-06,Leonard,LEO,17.302927017211914,2304258
2006-03-06,Lepetit,LEP,13.558023992609032,0
2006-03-06,Mandarine,MAN,4.913322925567627,21662338
2006-03-06,Micheline,MIC,6.480363368988037,4272195
2006-03-06,Milesios,MIL,24.70794677734375,361892
2006-03-06,Padaccor,PAD,15.003135681152344,1896171
2006-03-06,Paindépice Groupe,PAI,19.429689407348633,1147014
2006-03-06,Paris-Barque,PAR,28.051124572753906,10338548
2006-03-06,Pinot-Pinard,PP,45.864532470703125,358694
2006-03-06,Pouic,POU,16.175146102905273,1690957
2006-03-06,Prêt Industriel,PRE,-12.496267318725586,3289504
2006-03-06,STMicrofibres,STM,7.797674179077148,3716302
2006-03-06,Saint-Gobelin,SAG,31.361156463623047,1086484
2006-03-06,Sanufo,SAN,31.888513565063477,2861699
2006-03-06,Schneider Electric,SCH,24.620038986206055,1510735
2006-03-06,Société générale,SOG,49.411231994628906,1687625
2006-03-06,True Office,TRU,5.011579987185981,0
2006-03-06,Tréneau,TRE,47.332481384277344,929574
2006-03-06,URW,URW,9.004524531361536,0
2006-03-06,Vélo là,VEL,18.02264976501465,1181003
2006-03-07,Airtaxi,AIR,24.27922248840332,2497608
2006-03-07,ArcelOrbital,ARC,35.009918212890625,47811
2006-03-07,Atlantis,ATL,4.188179016113281,3668
2006-03-07,Bearing,BEA,48.72672653198242,437171
2006-03-07,CURCUMA,CUR,14.992803573608398,1279073
2006-03-07,Capverseau,CAP,26.993732452392578,1833406
2006-03-07,Cil Exotica,CIL,25.887794494628906,710290
2006-03-07,Croisement,CRO,21.462682723999023,3044428
2006-03-07,Dantwo,DAN,25.50897979736328,2889556
2006-03-07,Default Systèmes,DEF,3.975189208984375,2386610
2006-03-07,Desaxa,DES,7.593617916107178,7003328
2006-03-07,Eau gazeuse,EGA,21.813138961791992,1914113
2006-03-07,Edenbread,EDE,10.249424552297768,0
2006-03-07,Eurobefore,AUB,7.068498585069861,0
2006-03-07,Eurofins Analyse,EUA,4.611158847808838,77550
2006-03-07,FDP,FDP,17.643762588500977,14383584
2006-03-07,Herpès Local,HER,55.856998443603516,108858
2006-03-07,Kenji,KEN,8.318438529968262,1884236
2006-03-07,L'Ofalso,LOF,52.92790985107422,1235705
2006-03-07,LVMHASH,LVM,54.09051513671875,994003
2006-03-07,Leonard,LEO,17.221803665161133,2230662
2006-03-07,Lepetit,LEP,13.500596776489186,0
2006-03-07,Mandarine,MAN,4.878982067108154,13075852
2006-03-07,Micheline,MIC,6.467568397521973,2759530
2006-03-07,Milesios,MIL,24.753198623657227,387620
2006-03-07,Padaccor,PAD,14.829519271850586,2061561
2006-03-07,Paindépice Groupe,PAI,19.294639587402344,754131
2006-03-07,Paris-Barque,PAR,28.190797805786133,12118858
2006-03-07,Pinot-Pinard,PP,45.424442291259766,565207
2006-03-07,Pouic,POU,16.12226676940918,1267528
2006-03-07,Prêt Industriel,PRE,-12.319694519042969,4929829
2006-03-07,STMicrofibres,STM,7.663696765899658,5972126
2006-03-07,Saint-Gobelin,SAG,31.134929656982422,1210320
2006-03-07,Sanufo,SAN,32.18378448486328,5399869
2006-03-07,Schneider Electric,SCH,24.187620162963867,1965339
2006-03-07,Société générale,SOG,48.819480895996094,2265327
2006-03-07,True Office,TRU,4.990352624910851,0
2006-03-07,Tréneau,TRE,47.53801727294922,1535937
2006-03-07,URW,URW,8.96638440293273,0
2006-03-07,Vélo là,VEL,17.94161605834961,1458787
2006-03-08,Airtaxi,AIR,23.850584030151367,5316882
2006-03-08,ArcelOrbital,ARC,34.35726547241211,28896
2006-03-08,Atlantis,ATL,4.119143486022949,4475
2006-03-08,Bearing,BEA,48.322357177734375,509456
2006-03-08,CURCUMA,CUR,14.377347946166992,1641500
2006-03-08,Capverseau,CAP,26.37761878967285,2636135
2006-03-08,Cil Exotica,CIL,25.426776885986328,1357053
2006-03-08,Croisement,CRO,21.246261596679688,3232674
2006-03-08,Dantwo,DAN,25.77498435974121,3630294
2006-03-08,Default Systèmes,DEF,3.976048707962036,3073260
2006-03-08,Desaxa,DES,7.593617916107178,11413896
2006-03-08,Eau gazeuse,EGA,21.69458770751953,1990505
2006-03-08,Edenbread,EDE,10.08936266298973,0
2006-03-08,Eurobefore,AUB,6.9581121694887225,0
2006-03-08,Eurofins Analyse,EUA,4.471426963806152,308400
2006-03-08,FDP,FDP,17.635318756103516,15573368
2006-03-08,Herpès Local,HER,54.47554397583008,97767
2006-03-08,Kenji,KEN,8.28731632232666,3245419
2006-03-08,L'Ofalso,LOF,52.32685852050781,1696980
2006-03-08,LVMHASH,LVM,53.27457809448242,1630742
2006-03-08,Leonard,LEO,17.001598358154297,2421159
2006-03-08,Lepetit,LEP,13.28976240078305,0
2006-03-08,Mandarine,MAN,4.863134384155273,11893476
2006-03-08,Micheline,MIC,6.354979038238525,4341039
2006-03-08,Milesios,MIL,24.753198623657227,1737931
2006-03-08,Padaccor,PAD,13.735753059387207,8119682
2006-03-08,Paindépice Groupe,PAI,18.99517822265625,1303295
2006-03-08,Paris-Barque,PAR,28.113988876342773,7158210
2006-03-08,Pinot-Pinard,PP,44.82716751098633,889123
2006-03-08,Pouic,POU,16.175146102905273,2021519
2006-03-08,Prêt Industriel,PRE,-12.476200103759766,8207172
2006-03-08,STMicrofibres,STM,7.572587966918945,6156985
2006-03-08,Saint-Gobelin,SAG,30.823862075805664,1832525
2006-03-08,Sanufo,SAN,33.00143814086914,6761116
2006-03-08,Schneider Electric,SCH,23.713348388671875,2601559
2006-03-08,Société générale,SOG,47.8050537109375,2966188
2006-03-08,True Office,TRU,4.912419930701449,0
2006-03-08,Tréneau,TRE,46.892032623291016,2166810
2006-03-08,URW,URW,8.826359329283713,0
2006-03-08,Vélo là,VEL,17.755231857299805,1403824
2006-03-09,Airtaxi,AIR,24.04960060119629,2118458
2006-03-09,ArcelOrbital,ARC,34.48040008544922,103959
2006-03-09,Atlantis,ATL,4.123745441436768,279
2006-03-09,Bearing,BEA,47.69052505493164,872927
2006-03-09,CURCUMA,CUR,14.770947456359863,1100319
2006-03-09,Capverseau,CAP,27.49433135986328,2208550
2006-03-09,Cil Exotica,CIL,25.675018310546875,2265266
2006-03-09,Croisement,CRO,22.328367233276367,9719603
2006-03-09,Dantwo,DAN,26.439973831176758,4455345
2006-03-09,Default Systèmes,DEF,4.03541898727417,2413110
2006-03-09,Desaxa,DES,7.593617916107178,9057096
2006-03-09,Eau gazeuse,EGA,21.69458770751953,2110275
2006-03-09,Edenbread,EDE,10.173268002512604,0
2006-03-09,Eurobefore,AUB,7.015977347252705,0
2006-03-09,Eurofins Analyse,EUA,4.381012439727783,237500
2006-03-09,FDP,FDP,17.643762588500977,11019336
2006-03-09,Herpès Local,HER,54.39734649658203,117003
2006-03-09,Kenji,KEN,8.253364562988281,1905439
2006-03-09,L'Ofalso,LOF,52.68042755126953,1679478
2006-03-09,LVMHASH,LVM,53.88653564453125,1328961
2006-03-09,Leonard,LEO,17.39563751220703,2490597
2006-03-09,Lepetit,LEP,13.40028296225582,0
2006-03-09,Mandarine,MAN,4.931814670562744,13064598
2006-03-09,Micheline,MIC,6.375447750091553,3302212
2006-03-09,Milesios,MIL,24.56571388244629,755913
2006-03-09,Padaccor,PAD,13.87464427947998,4158835
2006-03-09,Paindépice Groupe,PAI,19.17133140563965,860551
2006-03-09,Paris-Barque,PAR,27.96036148071289,6948883
2006-03-09,Pinot-Pinard,PP,45.17295455932617,1031529
2006-03-09,Pouic,POU,16.07316017150879,905258
2006-03-09,Prêt Industriel,PRE,-12.528367042541504,4551236
2006-03-09,STMicrofibres,STM,7.5940260887146,5333164
2006-03-09,Saint-Gobelin,SAG,31.10664939880371,1589941
2006-03-09,Sanufo,SAN,33.20585632324219,5786546
2006-03-09,Schneider Electric,SCH,24.38290023803711,3388393
2006-03-09,Société générale,SOG,48.39680099487305,2392768
2006-03-09,True Office,TRU,4.953272685819115,0
2006-03-09,Tréneau,TRE,47.44993209838867,1114778
2006-03-09,URW,URW,8.899761257731688,0
2006-03-09,Vélo là,VEL,18.115846633911133,1937498
2006-03-10,Airtaxi,AIR,24.424654006958008,1874481
2006-03-10,ArcelOrbital,ARC,34.2217903137207,38740
2006-03-10,Atlantis,ATL,4.123745441436768,906
2006-03-10,Bearing,BEA,48.24654006958008,626772
2006-03-10,CURCUMA,CUR,14.599196434020996,874792
2006-03-10,Capverseau,CAP,27.821643829345703,1133215
2006-03-10,Cil Exotica,CIL,25.887794494628906,1855391
2006-03-10,Croisement,CRO,22.581745147705078,7290268
2006-03-10,Dantwo,DAN,26.705970764160156,4331067
2006-03-10,Default Systèmes,DEF,3.986374616622925,2829240
2006-03-10,Desaxa,DES,7.593617916107178,9111737
2006-03-10,Eau gazeuse,EGA,21.944862365722656,1764830
2006-03-10,Edenbread,EDE,10.2876202757914,0
2006-03-10,Eurobefore,AUB,7.094840202210692,0
2006-03-10,Eurofins Analyse,EUA,4.471426963806152,1747160
2006-03-10,FDP,FDP,17.80415916442871,10296688
2006-03-10,Herpès Local,HER,54.47554397583008,77766
2006-03-10,Kenji,KEN,8.22223949432373,1748134
2006-03-10,L'Ofalso,LOF,53.38753890991211,1126841
2006-03-10,LVMHASH,LVM,54.66847610473633,1512210
2006-03-10,Leonard,LEO,17.31452178955078,2502117
2006-03-10,Lepetit,LEP,13.550908387530628,0
2006-03-10,Mandarine,MAN,4.987287998199463,10441099
2006-03-10,Micheline,MIC,6.461172103881836,1958466
2006-03-10,Milesios,MIL,24.6044979095459,1114297
2006-03-10,Padaccor,PAD,14.00485610961914,1878313
2006-03-10,Paindépice Groupe,PAI,19.218303680419922,460955
2006-03-10,Paris-Barque,PAR,28.34442901611328,8215238
2006-03-10,Pinot-Pinard,PP,46.3989372253418,1272398
2006-03-10,Pouic,POU,16.31869125366211,872911
2006-03-10,Prêt Industriel,PRE,-12.656784057617188,3854401
2006-03-10,STMicrofibres,STM,7.642258644104004,5322775
2006-03-10,Saint-Gobelin,SAG,31.474271774291992,1474772
2006-03-10,Sanufo,SAN,33.43297576904297,3694705
2006-03-10,Schneider Electric,SCH,24.32710838317871,1209475
2006-03-10,Société générale,SOG,50.721534729003906,3288310
2006-03-10,True Office,TRU,5.0089497791241655,0
2006-03-10,Tréneau,TRE,47.74355697631836,942541
2006-03-10,URW,URW,8.999798721721511,0
2006-03-10,Vélo là,VEL,18.435941696166992,1405296
2006-03-13,Airtaxi,AIR,24.570087432861328,1898372
2006-03-13,ArcelOrbital,ARC,34.246429443359375,22654
2006-03-13,Atlantis,ATL,4.211191177368164,173
2006-03-13,Bearing,BEA,48.01908493041992,876078
2006-03-13,CURCUMA,CUR,14.70654296875,534958
2006-03-13,Capverseau,CAP,28.142539978027344,1298527
2006-03-13,Cil Exotica,CIL,25.852333068847656,1142300
2006-03-13,Croisement,CRO,22.78233528137207,3117270
2006-03-13,Dantwo,DAN,26.57297134399414,2062191
2006-03-13,Default Systèmes,DEF,3.97346830368042,2047540
2006-03-13,Desaxa,DES,7.593617916107178,6671044
2006-03-13,Eau gazeuse,EGA,21.944862365722656,1599735
2006-03-13,Edenbread,EDE,10.315529572365618,0
2006-03-13,Eurobefore,AUB,7.114087802145552,0
2006-03-13,Eurofins Analyse,EUA,4.2412800788879395,1120330
2006-03-13,FDP,FDP,17.956119537353516,7631204
2006-03-13,Herpès Local,HER,54.423431396484375,58884
2006-03-13,Kenji,KEN,8.259025573730469,1522841
2006-03-13,L'Ofalso,LOF,53.03397750854492,1022576
2006-03-13,LVMHASH,LVM,55.178443908691406,1235375
2006-03-13,Leonard,LEO,17.91716766357422,3936681
2006-03-13,Lepetit,LEP,13.587670662079933,0
2006-03-13,Mandarine,MAN,5.008419513702393,8842284
2006-03-13,Micheline,MIC,6.3780083656311035,2510731
2006-03-13,Milesios,MIL,24.501070022583008,569503
2006-03-13,Padaccor,PAD,13.918046951293945,1700374
2006-03-13,Paindépice Groupe,PAI,19.17720603942871,389692
2006-03-13,Paris-Barque,PAR,28.88212776184082,7397739
2006-03-13,Pinot-Pinard,PP,46.55612564086914,767492
2006-03-13,Pouic,POU,16.224254608154297,862779
2006-03-13,Prêt Industriel,PRE,-12.720992088317871,3641241
2006-03-13,STMicrofibres,STM,7.56187105178833,4981834
2006-03-13,Saint-Gobelin,SAG,31.700510025024414,1573516
2006-03-13,Sanufo,SAN,34.22791290283203,5459359
2006-03-13,Schneider Electric,SCH,24.480545043945312,1235019
2006-03-13,Société générale,SOG,51.7359619140625,2809921
2006-03-13,True Office,TRU,5.022538564592843,0
2006-03-13,Tréneau,TRE,47.83163070678711,751292
2006-03-13,URW,URW,9.024214285758594,0
2006-03-13,Vélo là,VEL,18.115846633911133,1990339
2006-03-14,Airtaxi,AIR,24.187374114990234,1961712
2006-03-14,ArcelOrbital,ARC,35.04684829711914,117314
2006-03-14,Atlantis,ATL,4.142155647277832,1191
2006-03-14,Bearing,BEA,49.0805549621582,1283772
