Date,Entreprise,Indice,Valeur,Volume
2014-06-02,FDP,FDP,26.53129768371582,3562344
2014-06-02,Herpès Local,HER,230.26231384277344,14820
2014-06-02,Kenji,KEN,9.987459182739258,4195229
2014-06-02,L'Ofalso,LOF,106.99967956542969,576584
2014-06-02,LVMHASH,LVM,118.81050872802734,581455
2014-06-02,Leonard,LEO,37.74235153198242,1044374
2014-06-02,Lepetit,LEP,37.5628776550293,311601
2014-06-02,Mandarine,MAN,6.521090507507324,13890583
2014-06-02,Micheline,MIC,16.07758903503418,2122524
2014-06-02,Milesios,MIL,36.801509857177734,300527
2014-06-02,Padaccor,PAD,32.027381896972656,832605
2014-06-02,Paindépice Groupe,PAI,43.544036865234375,495892
2014-06-02,Paris-Barque,PAR,28.365829467773438,4528642
2014-06-02,Pinot-Pinard,PP,69.39073944091797,341766
2014-06-02,Pouic,POU,19.905593872070312,952727
2014-06-02,Prêt Industriel,PRE,5.81717586517334,5132475
2014-06-02,STMicrofibres,STM,5.608061790466309,2758804
2014-06-02,Saint-Gobelin,SAG,31.2261905670166,1103619
2014-06-02,Sanufo,SAN,50.94245910644531,1799978
2014-06-02,Schneider Electric,SCH,53.81549072265625,1246032
2014-06-02,Société générale,SOG,25.261316299438477,3734402
2014-06-02,True Office,TRU,16.531864166259766,572965
2014-06-02,Tréneau,TRE,51.39271545410156,660980
2014-06-02,URW,URW,16.89098503687942,0
2014-06-02,Vélo là,VEL,8.85816478729248,1353410
2014-06-03,Airtaxi,AIR,44.83939743041992,1271265
2014-06-03,ArcelOrbital,ARC,20.207611083984375,3318307
2014-06-03,Atlantis,ATL,3.6042771339416504,23
2014-06-03,Bearing,BEA,116.22169494628906,96527
2014-06-03,CURCUMA,CUR,43.51074981689453,536315
2014-06-03,Capverseau,CAP,45.27003860473633,638121
2014-06-03,Cil Exotica,CIL,64.29088592529297,264019
2014-06-03,Croisement,CRO,17.9411563873291,1678838
2014-06-03,Dantwo,DAN,39.0087890625,1267870
2014-06-03,Default Systèmes,DEF,8.7621431350708,2159360
2014-06-03,Desaxa,DES,9.986628532409668,4367582
2014-06-03,Eau gazeuse,EGA,51.22677993774414,1063499
2014-06-03,Edenbread,EDE,17.06516456604004,731433
2014-06-03,Eurobefore,AUB,13.284369188072706,0
2014-06-03,Eurofins Analyse,EUA,20.344738006591797,48520
2014-06-03,FDP,FDP,26.423046112060547,2355294
2014-06-03,Herpès Local,HER,230.61805725097656,13573
2014-06-03,Kenji,KEN,10.028889656066895,5261369
2014-06-03,L'Ofalso,LOF,107.50419616699219,427649
2014-06-03,LVMHASH,LVM,119.09790802001953,502271
2014-06-03,Leonard,LEO,37.72154998779297,994167
2014-06-03,Lepetit,LEP,37.587059020996094,433887
2014-06-03,Mandarine,MAN,6.526511192321777,7408203
2014-06-03,Micheline,MIC,16.05995750427246,1326652
2014-06-03,Milesios,MIL,36.659324645996094,218787
2014-06-03,Padaccor,PAD,31.770822525024414,770336
2014-06-03,Paindépice Groupe,PAI,43.07469177246094,688587
2014-06-03,Paris-Barque,PAR,28.27142333984375,3124869
2014-06-03,Pinot-Pinard,PP,69.32099914550781,296825
2014-06-03,Pouic,POU,19.694631576538086,953479
2014-06-03,Prêt Industriel,PRE,5.81973123550415,3644972
2014-06-03,STMicrofibres,STM,5.550132751464844,1888598
2014-06-03,Saint-Gobelin,SAG,31.2559757232666,1133836
2014-06-03,Sanufo,SAN,50.80564880371094,1424282
2014-06-03,Schneider Electric,SCH,53.77674102783203,1001428
2014-06-03,Société générale,SOG,25.171335220336914,3455747
2014-06-03,True Office,TRU,16.55890655517578,385661
2014-06-03,Tréneau,TRE,51.25094985961914,627574
2014-06-03,URW,URW,16.851210940655225,0
2014-06-03,Vélo là,VEL,8.782803535461426,2000967
2014-06-04,Airtaxi,AIR,44.72874450683594,1233307
2014-06-04,ArcelOrbital,ARC,20.12565040588379,5101530
2014-06-04,Atlantis,ATL,3.5370872020721436,228
2014-06-04,Bearing,BEA,115.6459732055664,174705
2014-06-04,CURCUMA,CUR,43.3970832824707,622631
2014-06-04,Capverseau,CAP,44.83595657348633,658364
2014-06-04,Cil Exotica,CIL,64.09791564941406,342885
2014-06-04,Croisement,CRO,17.9718017578125,2681954
2014-06-04,Dantwo,DAN,38.89424514770508,1034500
2014-06-04,Default Systèmes,DEF,8.753667831420898,1474290
2014-06-04,Desaxa,DES,10.022711753845215,5621940
2014-06-04,Eau gazeuse,EGA,51.295310974121094,1033337
2014-06-04,Edenbread,EDE,17.12217140197754,509807
2014-06-04,Eurobefore,AUB,13.29090522556694,0
2014-06-04,Eurofins Analyse,EUA,20.486244201660156,78030
2014-06-04,FDP,FDP,26.072521209716797,3902849
2014-06-04,Herpès Local,HER,231.24061584472656,9643
2014-06-04,Kenji,KEN,10.004517555236816,3645227
2014-06-04,L'Ofalso,LOF,107.58827209472656,365660
2014-06-04,LVMHASH,LVM,119.26211547851562,527154
2014-06-04,Leonard,LEO,37.8463249206543,1639432
2014-06-04,Lepetit,LEP,37.62737274169922,447349
2014-06-04,Mandarine,MAN,6.475015640258789,6754852
2014-06-04,Micheline,MIC,16.049381256103516,1834464
2014-06-04,Milesios,MIL,36.52528381347656,194618
2014-06-04,Padaccor,PAD,32.23426818847656,1069695
2014-06-04,Paindépice Groupe,PAI,42.68940353393555,604626
2014-06-04,Paris-Barque,PAR,28.59906768798828,4586677
2014-06-04,Pinot-Pinard,PP,68.65459442138672,412509
2014-06-04,Pouic,POU,19.07330322265625,2975099
2014-06-04,Prêt Industriel,PRE,5.901483058929443,4971601
2014-06-04,STMicrofibres,STM,5.545437335968018,1405938
2014-06-04,Saint-Gobelin,SAG,31.319272994995117,1976749
2014-06-04,Sanufo,SAN,51.066246032714844,1865561
2014-06-04,Schneider Electric,SCH,53.5984992980957,1040292
2014-06-04,Société générale,SOG,25.17432975769043,3925644
2014-06-04,True Office,TRU,16.589815139770508,605889
2014-06-04,Tréneau,TRE,51.37033462524414,769819
2014-06-04,URW,URW,16.85950189862034,0
2014-06-04,Vélo là,VEL,8.820484161376953,1416259
2014-06-05,Airtaxi,AIR,45.52033615112305,2800867
2014-06-05,ArcelOrbital,ARC,20.18939781188965,5778319
2014-06-05,Atlantis,ATL,3.5370872020721436,0
2014-06-05,Bearing,BEA,115.82588958740234,154143
2014-06-05,CURCUMA,CUR,44.223323822021484,725657
2014-06-05,Capverseau,CAP,45.378562927246094,480985
2014-06-05,Cil Exotica,CIL,64.5090103149414,501917
2014-06-05,Croisement,CRO,18.380403518676758,3830028
2014-06-05,Dantwo,DAN,39.116172790527344,1463055
2014-06-05,Default Systèmes,DEF,8.786627769470215,1114960
2014-06-05,Desaxa,DES,10.203125,10356960
2014-06-05,Eau gazeuse,EGA,51.511451721191406,1385914
2014-06-05,Edenbread,EDE,17.281803131103516,304124
2014-06-05,Eurobefore,AUB,13.406611262538652,0
2014-06-05,Eurofins Analyse,EUA,20.705347061157227,61130
2014-06-05,FDP,FDP,26.510671615600586,5739725
2014-06-05,Herpès Local,HER,230.3024444580078,12283
2014-06-05,Kenji,KEN,10.167806625366211,6497812
2014-06-05,L'Ofalso,LOF,107.50419616699219,610861
2014-06-05,LVMHASH,LVM,119.67266845703125,898515
2014-06-05,Leonard,LEO,38.38005447387695,2042323
2014-06-05,Lepetit,LEP,37.96596145629883,531618
2014-06-05,Mandarine,MAN,6.675579071044922,11564160
2014-06-05,Micheline,MIC,16.253873825073242,3175924
2014-06-05,Milesios,MIL,37.07771301269531,214526
2014-06-05,Padaccor,PAD,32.56529998779297,1139443
2014-06-05,Paindépice Groupe,PAI,42.507266998291016,706992
2014-06-05,Paris-Barque,PAR,28.58795738220215,7374739
2014-06-05,Pinot-Pinard,PP,68.92581939697266,577392
2014-06-05,Pouic,POU,19.238027572631836,1761775
2014-06-05,Prêt Industriel,PRE,5.955132484436035,8730043
2014-06-05,STMicrofibres,STM,5.554048538208008,1428816
2014-06-05,Saint-Gobelin,SAG,32.164432525634766,3197867
2014-06-05,Sanufo,SAN,51.37247085571289,2893851
2014-06-05,Schneider Electric,SCH,54.140987396240234,1652528
2014-06-05,Société générale,SOG,25.798219680786133,8399359
2014-06-05,True Office,TRU,16.66322135925293,347502
2014-06-05,Tréneau,TRE,52.6014289855957,1499096
2014-06-05,URW,URW,17.006274907448503,0
2014-06-05,Vélo là,VEL,8.79536247253418,2382882
2014-06-06,Airtaxi,AIR,45.699073791503906,2090559
2014-06-06,ArcelOrbital,ARC,20.48080825805664,4147592
2014-06-06,Atlantis,ATL,3.5370872020721436,0
2014-06-06,Bearing,BEA,114.92633056640625,207911
2014-06-06,CURCUMA,CUR,44.81786346435547,681293
2014-06-06,Capverseau,CAP,45.44533920288086,399281
2014-06-06,Cil Exotica,CIL,64.12308502197266,476630
2014-06-06,Croisement,CRO,18.233993530273438,2807387
2014-06-06,Dantwo,DAN,38.79401779174805,2005903
2014-06-06,Default Systèmes,DEF,8.854425430297852,1457750
2014-06-06,Desaxa,DES,10.408519744873047,9082929
2014-06-06,Eau gazeuse,EGA,51.86994552612305,1196675
2014-06-06,Edenbread,EDE,17.57445526123047,323461
2014-06-06,Eurobefore,AUB,13.459139707839075,0
2014-06-06,Eurofins Analyse,EUA,20.942710876464844,85160
2014-06-06,FDP,FDP,26.768409729003906,4672670
2014-06-06,Herpès Local,HER,228.0240020751953,11475
2014-06-06,Kenji,KEN,10.221426963806152,5153188
2014-06-06,L'Ofalso,LOF,106.83150482177734,656466
2014-06-06,LVMHASH,LVM,117.61994934082031,969312
2014-06-06,Leonard,LEO,39.080142974853516,1862070
2014-06-06,Lepetit,LEP,37.88534164428711,515998
2014-06-06,Mandarine,MAN,6.824649810791016,11652602
2014-06-06,Micheline,MIC,16.29794692993164,2586964
2014-06-06,Milesios,MIL,38.1744499206543,343745
2014-06-06,Padaccor,PAD,32.259098052978516,974146
2014-06-06,Paindépice Groupe,PAI,42.73143768310547,472136
2014-06-06,Paris-Barque,PAR,28.826753616333008,5909066
2014-06-06,Pinot-Pinard,PP,67.92621612548828,646759
2014-06-06,Pouic,POU,19.76398468017578,1321897
2014-06-06,Prêt Industriel,PRE,6.087979793548584,6872719
2014-06-06,STMicrofibres,STM,5.549351215362549,1492810
2014-06-06,Saint-Gobelin,SAG,33.25904083251953,3976396
2014-06-06,Sanufo,SAN,51.56140899658203,2161912
2014-06-06,Schneider Electric,SCH,54.80746841430664,1432654
2014-06-06,Société générale,SOG,26.623064041137695,6805185
2014-06-06,True Office,TRU,16.721172332763672,365252
2014-06-06,Tréneau,TRE,53.60122299194336,1289972
2014-06-06,URW,URW,17.072907195335898,0
2014-06-06,Vélo là,VEL,8.87386417388916,1903891
2014-06-09,Airtaxi,AIR,45.29902648925781,1002275
2014-06-09,ArcelOrbital,ARC,20.7722225189209,2750885
2014-06-09,Atlantis,ATL,3.5370872020721436,0
2014-06-09,Bearing,BEA,115.32211303710938,71216
2014-06-09,CURCUMA,CUR,44.26702880859375,453781
2014-06-09,Capverseau,CAP,45.386898040771484,227938
2014-06-09,Cil Exotica,CIL,64.349609375,233699
2014-06-09,Croisement,CRO,18.27484893798828,1417836
2014-06-09,Dantwo,DAN,39.05888748168945,834911
2014-06-09,Default Systèmes,DEF,8.829943656921387,537150
2014-06-09,Desaxa,DES,10.372437477111816,3905643
2014-06-09,Eau gazeuse,EGA,52.21261978149414,864514
2014-06-09,Edenbread,EDE,17.536447525024414,92067
2014-06-09,Eurobefore,AUB,13.477983987725503,0
2014-06-09,Eurofins Analyse,EUA,20.910757064819336,56340
2014-06-09,FDP,FDP,26.825119018554688,2308257
2014-06-09,Herpès Local,HER,228.20265197753906,6333
2014-06-09,Kenji,KEN,10.211677551269531,3181993
2014-06-09,L'Ofalso,LOF,107.29398345947266,384096
2014-06-09,LVMHASH,LVM,117.78417205810547,357194
2014-06-09,Leonard,LEO,39.25343322753906,702447
2014-06-09,Lepetit,LEP,37.9175910949707,241756
2014-06-09,Mandarine,MAN,6.943904876708984,9188345
2014-06-09,Micheline,MIC,16.190412521362305,1253412
2014-06-09,Milesios,MIL,37.75606918334961,115043
2014-06-09,Padaccor,PAD,32.36668014526367,381163
2014-06-09,Paindépice Groupe,PAI,43.30585479736328,351949
2014-06-09,Paris-Barque,PAR,29.054433822631836,2510409
2014-06-09,Pinot-Pinard,PP,68.15868377685547,420040
2014-06-09,Pouic,POU,19.83623504638672,471398
2014-06-09,Prêt Industriel,PRE,6.105863094329834,3882102
2014-06-09,STMicrofibres,STM,5.5775322914123535,929183
2014-06-09,Saint-Gobelin,SAG,33.229251861572266,1049401
2014-06-09,Sanufo,SAN,51.49626159667969,1261842
2014-06-09,Schneider Electric,SCH,54.83073425292969,777074
2014-06-09,Société générale,SOG,26.764036178588867,2291094
2014-06-09,True Office,TRU,16.70185661315918,229259
2014-06-09,Tréneau,TRE,52.855106353759766,655995
2014-06-09,URW,URW,17.09681114823688,0
2014-06-09,Vélo là,VEL,8.964927673339844,1358293
2014-06-10,Airtaxi,AIR,45.85227966308594,1703527
2014-06-10,ArcelOrbital,ARC,20.635622024536133,3564091
2014-06-10,Atlantis,ATL,3.8058481216430664,274
2014-06-10,Bearing,BEA,117.87686157226562,242751
2014-06-10,CURCUMA,CUR,44.310752868652344,689595
2014-06-10,Capverseau,CAP,45.05299758911133,457787
2014-06-10,Cil Exotica,CIL,64.82783508300781,507854
2014-06-10,Croisement,CRO,18.380403518676758,1723286
2014-06-10,Dantwo,DAN,39.3309326171875,1112965
2014-06-10,Default Systèmes,DEF,8.858192443847656,883830
2014-06-10,Desaxa,DES,10.314148902893066,5295108
2014-06-10,Eau gazeuse,EGA,52.122989654541016,910695
2014-06-10,Edenbread,EDE,17.669475555419922,212339
2014-06-10,Eurobefore,AUB,13.521705447441935,0
2014-06-10,Eurofins Analyse,EUA,21.08878517150879,77080
2014-06-10,FDP,FDP,26.76325798034668,3523387
2014-06-10,Herpès Local,HER,229.6769561767578,10412
2014-06-10,Kenji,KEN,10.279918670654297,3714556
2014-06-10,L'Ofalso,LOF,108.51322174072266,519736
2014-06-10,LVMHASH,LVM,118.72842407226562,548792
2014-06-10,Leonard,LEO,39.308876037597656,1148634
2014-06-10,Lepetit,LEP,37.208168029785156,851343
2014-06-10,Mandarine,MAN,6.8463311195373535,9778545
2014-06-10,Micheline,MIC,16.107555389404297,1654204
2014-06-10,Milesios,MIL,37.76826095581055,185698
2014-06-10,Padaccor,PAD,32.54047393798828,491871
2014-06-10,Paindépice Groupe,PAI,44.16748809814453,740130
2014-06-10,Paris-Barque,PAR,28.960031509399414,3999744
2014-06-10,Pinot-Pinard,PP,68.19741821289062,546030
2014-06-10,Pouic,POU,19.749540328979492,893186
2014-06-10,Prêt Industriel,PRE,6.070094585418701,4111020
2014-06-10,STMicrofibres,STM,5.667553901672363,2295014
2014-06-10,Saint-Gobelin,SAG,33.400516510009766,1695118
2014-06-10,Sanufo,SAN,51.93928909301758,1833559
2014-06-10,Schneider Electric,SCH,54.43547821044922,1038207
2014-06-10,Société générale,SOG,26.584070205688477,3417125
2014-06-10,True Office,TRU,16.667083740234375,476998
2014-06-10,Tréneau,TRE,52.39251708984375,655604
2014-06-10,URW,URW,17.15227178245175,0
2014-06-10,Vélo là,VEL,9.027728080749512,1929367
2014-06-11,Airtaxi,AIR,44.43935012817383,5042034
2014-06-11,ArcelOrbital,ARC,20.55366325378418,3505980
2014-06-11,Atlantis,ATL,3.8058481216430664,0
2014-06-11,Bearing,BEA,118.88433074951172,241164
2014-06-11,CURCUMA,CUR,43.53260040283203,878890
2014-06-11,Capverseau,CAP,44.49369430541992,550433
2014-06-11,Cil Exotica,CIL,65.47383117675781,559296
2014-06-11,Croisement,CRO,18.203346252441406,1813663
2014-06-11,Dantwo,DAN,39.023094177246094,1614193
2014-06-11,Default Systèmes,DEF,8.85913372039795,2742030
2014-06-11,Desaxa,DES,10.26141357421875,4954971
2014-06-11,Eau gazeuse,EGA,52.21788787841797,1208442
2014-06-11,Edenbread,EDE,17.69607925415039,251553
2014-06-11,Eurobefore,AUB,13.469003926750961,0
2014-06-11,Eurofins Analyse,EUA,21.047698974609375,90020
2014-06-11,FDP,FDP,26.66016387939453,3996382
2014-06-11,Herpès Local,HER,230.03439331054688,10005
2014-06-11,Kenji,KEN,10.136125564575195,5585196
2014-06-11,L'Ofalso,LOF,108.13484191894531,637963
2014-06-11,LVMHASH,LVM,118.9747314453125,696390
2014-06-11,Leonard,LEO,39.00389099121094,2508348
2014-06-11,Lepetit,LEP,36.81315231323242,875350
2014-06-11,Mandarine,MAN,6.621373176574707,17278883
2014-06-11,Micheline,MIC,16.25563621520996,1943076
2014-06-11,Milesios,MIL,37.23207473754883,169289
2014-06-11,Padaccor,PAD,32.23426818847656,906527
2014-06-11,Paindépice Groupe,PAI,44.727901458740234,1009511
2014-06-11,Paris-Barque,PAR,28.51021385192871,4267700
2014-06-11,Pinot-Pinard,PP,68.51513671875,649234
2014-06-11,Pouic,POU,18.506885528564453,3817673
2014-06-11,Prêt Industriel,PRE,5.970461368560791,5711164
2014-06-11,STMicrofibres,STM,5.590056896209717,1452311
2014-06-11,Saint-Gobelin,SAG,32.29433822631836,2140222
2014-06-11,Sanufo,SAN,51.717769622802734,2458398
2014-06-11,Schneider Electric,SCH,54.3347282409668,1475928
2014-06-11,Société générale,SOG,25.888200759887695,6333063
2014-06-11,True Office,TRU,16.582088470458984,999012
2014-06-11,Tréneau,TRE,51.855308532714844,656383
2014-06-11,URW,URW,17.08541994857963,0
2014-06-11,Vélo là,VEL,9.018308639526367,1521099
2014-06-12,Airtaxi,AIR,44.124420166015625,1945227
2014-06-12,ArcelOrbital,ARC,20.389745712280273,3168222
2014-06-12,Atlantis,ATL,3.700263261795044,1877
2014-06-12,Bearing,BEA,118.4525375366211,163377
2014-06-12,CURCUMA,CUR,43.61128616333008,562984
2014-06-12,Capverseau,CAP,44.660648345947266,507748
2014-06-12,Cil Exotica,CIL,65.32282257080078,491270
2014-06-12,Croisement,CRO,18.067142486572266,1475572
2014-06-12,Dantwo,DAN,38.62220764160156,1552821
2014-06-12,Default Systèmes,DEF,8.91845989227295,1990260
2014-06-12,Desaxa,DES,10.153164863586426,4937286
2014-06-12,Eau gazeuse,EGA,51.95429229736328,877455
2014-06-12,Edenbread,EDE,17.601064682006836,168803
2014-06-12,Eurobefore,AUB,13.475580985478741,0
2014-06-12,Eurofins Analyse,EUA,20.979228973388672,195370
2014-06-12,FDP,FDP,27.005538940429688,5236602
2014-06-12,Herpès Local,HER,229.5429229736328,10805
2014-06-12,Kenji,KEN,10.004517555236816,5988710
2014-06-12,L'Ofalso,LOF,107.75645446777344,463871
2014-06-12,LVMHASH,LVM,118.85157775878906,448419
2014-06-12,Leonard,LEO,39.135589599609375,1514695
2014-06-12,Lepetit,LEP,36.61161422729492,806246
2014-06-12,Mandarine,MAN,6.708103656768799,14333349
2014-06-12,Micheline,MIC,16.377277374267578,1892596
2014-06-12,Milesios,MIL,37.36611557006836,197116
2014-06-12,Padaccor,PAD,32.46599197387695,789171
2014-06-12,Paindépice Groupe,PAI,44.20952606201172,726468
2014-06-12,Paris-Barque,PAR,28.576854705810547,3192156
2014-06-12,Pinot-Pinard,PP,68.5693588256836,356465
2014-06-12,Pouic,POU,19.460548400878906,2809460
2014-06-12,Prêt Industriel,PRE,5.988345146179199,3877014
2014-06-12,STMicrofibres,STM,5.565789699554443,1932947
2014-06-12,Saint-Gobelin,SAG,32.27546691894531,1264977
2014-06-12,Sanufo,SAN,51.71125411987305,1649827
2014-06-12,Schneider Electric,SCH,53.87749099731445,1642682
2014-06-12,Société générale,SOG,25.576257705688477,3988097
2014-06-12,True Office,TRU,16.36186981201172,735751
2014-06-12,Tréneau,TRE,51.944847106933594,661485
2014-06-12,URW,URW,17.093762941944377,0
2014-06-12,Vélo là,VEL,9.137630462646484,3031164
2014-06-13,Airtaxi,AIR,43.64776611328125,1941607
2014-06-13,ArcelOrbital,ARC,20.12565040588379,4317804
2014-06-13,Atlantis,ATL,3.753056287765503,278
2014-06-13,Bearing,BEA,116.79741668701172,196365
2014-06-13,CURCUMA,CUR,42.946807861328125,656189
2014-06-13,Capverseau,CAP,44.719085693359375,573931
2014-06-13,Cil Exotica,CIL,65.34798431396484,358081
2014-06-13,Croisement,CRO,17.876461029052734,2216538
2014-06-13,Dantwo,DAN,38.063812255859375,2089830
2014-06-13,Default Systèmes,DEF,8.718827247619629,4680630
2014-06-13,Desaxa,DES,10.0338134765625,6655498
2014-06-13,Eau gazeuse,EGA,51.8804931640625,925353
2014-06-13,Edenbread,EDE,17.38822364807129,312094
2014-06-13,Eurobefore,AUB,13.382507456849392,0
2014-06-13,Eurofins Analyse,EUA,20.5410213470459,200300
2014-06-13,FDP,FDP,27.247804641723633,5693425
2014-06-13,Herpès Local,HER,228.73878479003906,11625
2014-06-13,Kenji,KEN,10.094693183898926,4696394
2014-06-13,L'Ofalso,LOF,107.79849243164062,493226
2014-06-13,LVMHASH,LVM,118.56419372558594,482782
2014-06-13,Leonard,LEO,38.94843292236328,1182290
2014-06-13,Lepetit,LEP,36.397987365722656,691472
2014-06-13,Mandarine,MAN,6.708103656768799,6025230
2014-06-13,Micheline,MIC,16.267980575561523,1853108
2014-06-13,Milesios,MIL,37.19145584106445,176805
2014-06-13,Padaccor,PAD,31.994274139404297,798456
2014-06-13,Paindépice Groupe,PAI,43.67713165283203,467391
2014-06-13,Paris-Barque,PAR,28.59906768798828,3509103
2014-06-13,Pinot-Pinard,PP,68.60034942626953,418698
2014-06-13,Pouic,POU,19.324726104736328,1472100
2014-06-13,Prêt Industriel,PRE,5.9857892990112305,6319373
2014-06-13,STMicrofibres,STM,5.565789699554443,2195296
2014-06-13,Saint-Gobelin,SAG,31.9923095703125,1195154
2014-06-13,Sanufo,SAN,51.900203704833984,2072877
2014-06-13,Schneider Electric,SCH,53.54423141479492,1416455
2014-06-13,Société générale,SOG,25.306310653686523,5306410
2014-06-13,True Office,TRU,16.02960968017578,542499
2014-06-13,Tréneau,TRE,51.10919189453125,1023978
2014-06-13,URW,URW,16.97569925056997,0
2014-06-13,Vélo là,VEL,9.150193214416504,1943869
2014-06-16,Airtaxi,AIR,43.017906188964844,1969334
2014-06-16,ArcelOrbital,ARC,19.888879776000977,4938898
2014-06-16,Atlantis,ATL,3.633072853088379,265
2014-06-16,Bearing,BEA,116.5815200805664,179228
2014-06-16,CURCUMA,CUR,42.736968994140625,447022
2014-06-16,Capverseau,CAP,44.243255615234375,327412
2014-06-16,Cil Exotica,CIL,65.24729919433594,687279
2014-06-16,Croisement,CRO,17.675561904907227,2064031
2014-06-16,Dantwo,DAN,37.891998291015625,1900638
2014-06-16,Default Systèmes,DEF,8.768736839294434,1750330
2014-06-16,Desaxa,DES,9.920013427734375,5009897
2014-06-16,Eau gazeuse,EGA,51.474544525146484,1192600
2014-06-16,Edenbread,EDE,17.1563777923584,290503
2014-06-16,Eurobefore,AUB,13.315839393685291,0
2014-06-16,Eurofins Analyse,EUA,20.495372772216797,105160
2014-06-16,FDP,FDP,27.020994186401367,3994947
2014-06-16,Herpès Local,HER,228.2473602294922,6249
2014-06-16,Kenji,KEN,10.033764839172363,3695375
2014-06-16,L'Ofalso,LOF,106.78945922851562,689174
2014-06-16,LVMHASH,LVM,118.52315521240234,500173
2014-06-16,Leonard,LEO,38.60186767578125,1185111
2014-06-16,Lepetit,LEP,36.434261322021484,577588
2014-06-16,Mandarine,MAN,6.591559410095215,7640300
2014-06-16,Micheline,MIC,16.236244201660156,1519828
2014-06-16,Milesios,MIL,36.6552734375,139000
2014-06-16,Padaccor,PAD,31.886682510375977,683992
2014-06-16,Paindépice Groupe,PAI,43.41093826293945,419584
2014-06-16,Paris-Barque,PAR,28.643495559692383,3812058
2014-06-16,Pinot-Pinard,PP,68.484130859375,352696
2014-06-16,Pouic,POU,19.177339553833008,994695
2014-06-16,Prêt Industriel,PRE,5.85294246673584,5907659
2014-06-16,STMicrofibres,STM,5.511775970458984,1411932
2014-06-16,Saint-Gobelin,SAG,31.584575653076172,1073381
2014-06-16,Sanufo,SAN,51.47019958496094,2162748
2014-06-16,Schneider Electric,SCH,53.06374740600586,1093095
2014-06-16,Société générale,SOG,24.985370635986328,3673674
2014-06-16,True Office,TRU,15.940747261047363,645841
2014-06-16,Tréneau,TRE,50.646602630615234,648177
2014-06-16,URW,URW,16.8911308695292,0
2014-06-16,Vélo là,VEL,9.049708366394043,2161564
2014-06-17,Airtaxi,AIR,43.188140869140625,2142459
2014-06-17,ArcelOrbital,ARC,20.116544723510742,5230387
2014-06-17,Atlantis,ATL,3.633072853088379,0
2014-06-17,Bearing,BEA,117.445068359375,241114
2014-06-17,CURCUMA,CUR,43.274681091308594,613819
2014-06-17,Capverseau,CAP,44.74412536621094,504144
2014-06-17,Cil Exotica,CIL,66.9756088256836,794839
2014-06-17,Croisement,CRO,17.917320251464844,2350098
2014-06-17,Dantwo,DAN,38.22846603393555,1231099
2014-06-17,Default Systèmes,DEF,8.903393745422363,2155860
2014-06-17,Desaxa,DES,9.950545310974121,6440848
2014-06-17,Eau gazeuse,EGA,52.086082458496094,1117025
2014-06-17,Edenbread,EDE,16.951141357421875,287896
2014-06-17,Eurobefore,AUB,13.431553328243321,0
2014-06-17,Eurofins Analyse,EUA,20.773820877075195,69570
2014-06-17,FDP,FDP,27.0467586517334,4374393
2014-06-17,Herpès Local,HER,229.63229370117188,7135
2014-06-17,Kenji,KEN,10.06301212310791,3603344
2014-06-17,L'Ofalso,LOF,107.29398345947266,514160
2014-06-17,LVMHASH,LVM,119.38526916503906,659838
2014-06-17,Leonard,LEO,38.664249420166016,1089051
2014-06-17,Lepetit,LEP,36.77284240722656,450349
2014-06-17,Mandarine,MAN,6.624083995819092,6277042
2014-06-17,Micheline,MIC,16.36669921875,1954280
2014-06-17,Milesios,MIL,36.74056625366211,122708
2014-06-17,Padaccor,PAD,32.08116149902344,595460
2014-06-17,Paindépice Groupe,PAI,43.48799133300781,537652
2014-06-17,Paris-Barque,PAR,28.993343353271484,3947588
2014-06-17,Pinot-Pinard,PP,68.71660614013672,450404
2014-06-17,Pouic,POU,19.18311882019043,553176
2014-06-17,Prêt Industriel,PRE,5.827393531799316,5991693
2014-06-17,STMicrofibres,STM,5.6017985343933105,1884447
2014-06-17,Saint-Gobelin,SAG,31.88282585144043,1438659
2014-06-17,Sanufo,SAN,51.822021484375,1910027
2014-06-17,Schneider Electric,SCH,53.78449630737305,1044478
2014-06-17,Société générale,SOG,25.07535171508789,3304084
2014-06-17,True Office,TRU,15.898253440856934,551841
2014-06-17,Tréneau,TRE,51.11664962768555,712488
2014-06-17,URW,URW,17.037913896438845,0
2014-06-17,Vélo là,VEL,9.081109046936035,1566853
2014-06-18,Airtaxi,AIR,42.66041564941406,1938650
2014-06-18,ArcelOrbital,ARC,20.244041442871094,2927383
2014-06-18,Atlantis,ATL,3.6810662746429443,16143
2014-06-18,Bearing,BEA,118.66844177246094,222370
2014-06-18,CURCUMA,CUR,43.143531799316406,536666
2014-06-18,Capverseau,CAP,44.936119079589844,533214
2014-06-18,Cil Exotica,CIL,66.32958984375,588773
2014-06-18,Croisement,CRO,17.842411041259766,1543490
2014-06-18,Dantwo,DAN,38.307212829589844,1858165
2014-06-18,Default Systèmes,DEF,8.947651863098145,1891430
2014-06-18,Desaxa,DES,9.911688804626465,6079726
2014-06-18,Eau gazeuse,EGA,51.98065185546875,770169
2014-06-18,Edenbread,EDE,16.97774314880371,279090
2014-06-18,Eurobefore,AUB,13.44150034702785,0
2014-06-18,Eurofins Analyse,EUA,21.545246124267578,257670
2014-06-18,FDP,FDP,27.242647171020508,4316452
2014-06-18,Herpès Local,HER,228.828125,10860
2014-06-18,Kenji,KEN,10.1458740234375,3445374
